county,er_visits,electrical,garbage,rodent,safety,water_plumbing,violations
manhattan,0.13629283489096572,0.12852664576802508,0.255951282524451,0.1690871369294606,0.3657289002557545,0.14984867498339116,0.41887675507020283
manhattan,0.13317757009345793,0.1018808777429467,0.20446576859199114,0.24170124481327798,0.21483375959079287,0.07115966634679265,0.5234009360374415
manhattan,0.10669781931464174,0.15987460815047022,0.24561727255951285,0.2800829875518672,0.25063938618925835,0.06532811692625674,0.49375975039001563
manhattan,0.12149532710280372,0.10658307210031347,0.24617088023620595,0.1566390041493776,0.26086956521739135,0.17553701926625823,0.297191887675507
manhattan,0.16433021806853582,0.12852664576802508,0.2439564495294335,0.16078838174273857,0.28644501278772383,0.23149036687089394,0.30265210608424337
manhattan,0.17679127725856697,0.10501567398119122,0.16239158516331428,0.2883817427385892,0.2659846547314578,0.07248837380969957,0.38221528861154447
manhattan,0.12227414330218067,0.13009404388714735,0.2317770806421849,0.27593360995850624,0.350383631713555,0.05757732339263305,0.328393135725429
manhattan,0.21573208722741433,0.0768025078369906,0.17826167189518363,0.22095435684647302,0.30946291560102307,0.15988779803646563,0.20670826833073325
manhattan,0.045950155763239874,0.06269592476489028,0.028603063295811037,0.009336099585062239,0.16112531969309465,0.01653502620506385,0.05070202808112325
manhattan,0.02803738317757009,0.012539184952978058,0.0,0.03423236514522822,0.0,0.0,0.03822152886115445
manhattan,0.029595015576323984,0.004702194357366773,0.010518545857169218,0.035269709543568464,0.043478260869565216,0.0008119878939986704,0.0358814352574103
manhattan,0.026479750778816195,0.014106583072100312,0.006458756228086362,0.02904564315352697,0.025575447570332477,0.011663098841071825,0.0
manhattan,0.03582554517133956,0.057993730407523515,0.12566894260933753,0.05290456431535269,0.16112531969309465,0.07418616667896952,0.14898595943837753
manhattan,0.04127725856697819,0.05015673981191223,0.0891308359475918,0.10373443983402489,0.15089514066496165,0.04569277330774341,0.15756630265210608
manhattan,0.045950155763239874,0.048589341692789965,0.11404318139878207,0.09232365145228215,0.17135549872122763,0.027829039639772644,0.1669266770670827
manhattan,0.06074766355140186,0.048589341692789965,0.07879682598265363,0.06327800829875518,0.09718670076726343,0.07868900863659851,0.07722308892355695
manhattan,0.003894080996884734,0.045454545454545456,0.1952389739804392,0.10580912863070539,0.13554987212276215,0.0683546172584336,0.0998439937597504
manhattan,0.011682242990654205,0.04231974921630094,0.11551946853663038,0.16390041493775934,0.10741687979539644,0.033070052410127705,0.10530421216848673
manhattan,0.0023364485981308414,0.0438871473354232,0.1411699575567448,0.17219917012448133,0.09974424552429667,0.02081641691887503,0.09282371294851793
manhattan,0.0023364485981308414,0.05172413793103448,0.146890570215907,0.12033195020746887,0.11764705882352941,0.07330036170369823,0.03822152886115445
manhattan,0.057632398753894074,0.05642633228840125,0.146890570215907,0.1504149377593361,0.25831202046035806,0.0775079353362368,0.05304212168486739
manhattan,0.05062305295950155,0.03918495297805643,0.07049271083225687,0.2842323651452282,0.0946291560102302,0.02797667380231786,0.08034321372854913
manhattan,0.059968847352024915,0.05329153605015673,0.09171433843882634,0.26348547717842324,0.1739130434782609,0.02244039270687237,0.0795631825273011
manhattan,0.07242990654205607,0.1238244514106583,0.09060712308544011,0.14730290456431536,0.2813299232736573,0.10415590167564774,0.022620904836193452
manhattan,0.09345794392523364,0.13793103448275862,0.30411515039675213,0.4968879668049792,0.37851662404092073,0.20351369306857608,0.18174726989079562
manhattan,0.11214953271028036,0.10501567398119122,0.18139878206311127,0.6255186721991701,0.26086956521739135,0.07699121576732856,0.22386895475819035
manhattan,0.0794392523364486,0.20376175548589343,0.19689979701051855,0.7022821576763486,0.3657289002557545,0.06318742156935114,0.2121684867394696
manhattan,0.11838006230529594,0.2366771159874608,0.1729101310204835,0.3682572614107884,0.421994884910486,0.23281907433380086,0.11622464898595944
manhattan,0.57398753894081,0.4247648902821316,0.37811404318139874,0.45228215767634855,0.370843989769821,0.5097807632686204,0.43681747269890797
manhattan,0.7126168224299065,0.3385579937304075,0.3314264624469459,0.5487551867219918,0.3861892583120205,0.17782534878570902,0.4422776911076443
manhattan,0.6004672897196262,0.38714733542319746,0.43827274404871747,0.5767634854771785,0.47570332480818417,0.1333136487783273,0.4243369734789392
manhattan,0.7406542056074766,0.445141065830721,0.37202435873777445,0.4045643153526971,0.4859335038363172,0.4810659186535765,0.24414976599063964
manhattan,0.42445482866043616,0.16614420062695925,0.12529987082487545,0.29356846473029047,0.1278772378516624,0.17442976304716912,0.36895475819032764
manhattan,0.43146417445482865,0.11442006269592477,0.08710094113305038,0.3993775933609958,0.1381074168797954,0.06621392190152801,0.421216848673947
manhattan,0.33489096573208726,0.15047021943573669,0.11385864550655102,0.41493775933609955,0.16112531969309465,0.06053000664353732,0.36817472698907955
manhattan,0.42445482866043616,0.13949843260188088,0.10315556375715075,0.3412863070539419,0.13043478260869568,0.1513250166088433,0.23010920436817472
manhattan,0.3029595015576324,0.7053291536050156,0.37811404318139874,0.5020746887966806,0.6214833759590794,0.8730346202111169,0.3619344773790952
manhattan,0.3566978193146418,0.5047021943573667,0.2961801070308175,0.48443983402489627,0.5115089514066498,0.3178563519598436,0.44695787831513256
manhattan,0.28738317757009346,0.8056426332288401,0.40837792950728913,0.44398340248962653,0.5754475703324808,0.35742230752196064,0.4500780031201248
manhattan,0.3076323987538941,0.6645768025078369,0.36482745894076396,0.3381742738589212,0.4961636828644502,0.8305159813980956,0.2878315132605304
staten_island,0.3769470404984424,0.13793103448275862,0.40450267577043736,0.05912863070539419,0.09974424552429667,0.100169779286927,0.24336973478939156
staten_island,0.3870716510903427,0.09404388714733541,0.24561727255951285,0.10788381742738588,0.13554987212276215,0.05403410349154794,0.2800312012480499
staten_island,0.34657320872274144,0.14106583072100315,0.31408008857722824,0.16182572614107885,0.1278772378516624,0.05691296966117959,0.3073322932917317
staten_island,0.4057632398753894,0.15673981191222572,0.3096512271636833,0.048755186721991695,0.08184143222506396,0.11013508525872888,0.2800312012480499
staten_island,0.3255451713395639,0.06112852664576803,0.21830596050931908,0.043568464730290454,0.058823529411764705,0.04000885804975271,0.14742589703588144
staten_island,0.34190031152647976,0.05329153605015673,0.15593282893522792,0.08298755186721991,0.04092071611253198,0.027533771314682216,0.15756630265210608
staten_island,0.3271028037383178,0.0768025078369906,0.16349880051670052,0.06846473029045642,0.061381074168797956,0.03395585738539898,0.15912636505460218
staten_island,0.34813084112149534,0.08463949843260188,0.14947407270714155,0.022821576763485476,0.05626598465473147,0.04399498043847346,0.14274570982839313
staten_island,0.08489096573208722,0.05642633228840125,0.9726886879498063,0.051867219917012444,0.09974424552429667,0.09234516867203071,0.1497659906396256
staten_island,0.09190031152647975,0.054858934169279,0.5825798117733899,0.17012448132780084,0.0792838874680307,0.07145493467188307,0.23166926677067085
staten_island,0.06542056074766354,0.09717868338557993,0.6279756412622255,0.17427385892116182,0.17135549872122763,0.07780320366132723,0.1918876755070203
staten_island,0.09735202492211838,0.12852664576802508,0.6464292304853294,0.05912863070539419,0.18670076726342713,0.08599689968258656,0.1794071762870515
staten_island,0.06386292834890965,0.009404388714733541,0.3100202989481454,0.0010373443983402487,0.025575447570332477,0.020299697349966783,0.06474258970358815
staten_island,0.07087227414330217,0.004702194357366773,0.19062557667466323,0.040456431535269705,0.010230179028132995,0.014320513766885657,0.09516380655226209
staten_island,0.06931464174454828,0.03605015673981191,0.19339361505812883,0.038381742738589214,0.030690537084398978,0.021628404812873696,0.07176287051482058
staten_island,0.07866043613707165,0.054858934169279,0.22107399889278465,0.0062240663900414925,0.028132992327365727,0.027829039639772644,0.0748829953198128
bronx,0.5802180685358256,0.6959247648902821,0.42129544196346186,0.26867219917012447,0.6521739130434783,0.7079058094042963,0.6333853354134166
bronx,0.7157320872274143,0.5564263322884012,0.44196346189333824,0.3454356846473029,0.554987212276215,0.29113456853916,0.6677067082683308
bronx,0.5623052959501558,0.8228840125391849,0.5202066801992988,0.32468879668049794,0.5191815856777493,0.35845574665977714,0.5319812792511701
bronx,0.7461059190031153,0.6536050156739811,0.47112013286584237,0.25933609958506226,0.46035805626598464,0.6805196722521593,0.5187207488299532
bronx,0.6059190031152648,0.731974921630094,0.44528510795349696,0.24481327800829877,0.6521739130434783,0.8425481656455305,0.608424336973479
bronx,0.6705607476635514,0.5909090909090908,0.3635357076951467,0.2697095435684647,0.5140664961636829,0.31187716837676244,0.6708268330733229
bronx,0.5848909657320872,0.7601880877742946,0.4384572799409485,0.27593360995850624,0.38363171355498726,0.2912083856204326,0.5741029641185648
bronx,0.8551401869158879,0.6253918495297806,0.42498615980808263,0.23236514522821577,0.452685421994885,0.6719568908245369,0.5647425897035881
bronx,0.3325545171339564,0.3746081504702194,0.2517069570031371,0.2230290456431535,0.3273657289002558,0.3662065401934008,0.4500780031201248
bronx,0.46105919003115264,0.2946708463949843,0.22587193209079168,0.26141078838174275,0.3222506393861893,0.14298368642503875,0.49219968798751956
bronx,0.3847352024922119,0.44984326018808773,0.2871378483114966,0.20746887966804978,0.2813299232736573,0.14977485790211856,0.4563182527301092
bronx,0.48052959501557635,0.3667711598746081,0.22458018084517442,0.1566390041493776,0.21227621483375964,0.35727467335941543,0.4586583463338534
bronx,0.4797507788161994,0.7758620689655172,0.48200775050747363,0.32676348547717843,0.670076726342711,1.0,0.44617784711388453
bronx,0.5163551401869159,0.6379310344827586,0.4665067355600664,0.3703319502074689,0.6393861892583121,0.31888979109766,0.531201248049922
bronx,0.5514018691588786,1.0,0.5792581657132313,0.36099585062240663,0.5856777493606138,0.3139440466523954,0.4976599063962559
bronx,0.7367601246105919,0.9090909090909091,0.48440671710647715,0.3008298755186722,0.5754475703324808,0.8861002435963683,0.4914196567862714
bronx,0.3862928348909657,0.4811912225705329,0.48828197084332897,0.16804979253112032,0.5115089514066498,0.5811618808592309,0.5569422776911076
bronx,0.49454828660436134,0.3338557993730407,0.32607492157224577,0.30186721991701243,0.33248081841432225,0.22359193917472503,0.6544461778471139
bronx,0.39485981308411217,0.4733542319749216,0.4617088023620594,0.3672199170124481,0.36828644501278773,0.20624492507566253,0.6755070202808112
bronx,0.5584112149532711,0.45297805642633227,0.3471120132865842,0.27593360995850624,0.3222506393861893,0.6747619399128959,0.5951638065522621
bronx,0.07009345794392523,0.14890282131661442,0.10167927661930244,0.09336099585062241,0.12020460358056267,0.20639255923820773,0.10530421216848673
bronx,0.09423676012461059,0.06269592476489028,0.0749215722458018,0.1504149377593361,0.058823529411764705,0.06458994611353067,0.13260530421216848
bronx,0.08411214953271028,0.09561128526645767,0.0990957741280679,0.12344398340248963,0.09974424552429667,0.05883221377426737,0.14430577223088922
bronx,0.06386292834890965,0.09561128526645767,0.06661745709540505,0.07468879668049792,0.0741687979539642,0.16586698161954677,0.10062402496099843
bronx,0.28193146417445486,0.2695924764890282,0.31740173463738697,0.07780082987551867,0.20971867007672634,0.25858123569794056,0.3783151326053042
bronx,0.3722741433021807,0.1974921630094044,0.246539952020668,0.15352697095435686,0.18925831202046037,0.1070347678452794,0.44305772230889234
bronx,0.37149532710280375,0.33699059561128525,0.30411515039675213,0.15145228215767634,0.23273657289002558,0.11138997564036318,0.44383775351014043
bronx,0.4501557632398754,0.2915360501567398,0.24949252629636468,0.10062240663900414,0.1329923273657289,0.2648556876061121,0.4173166926677067
queens,0.1160436137071651,0.15830721003134796,0.43126038014393797,0.057053941908713685,0.10485933503836317,0.09013065623385251,0.20124804992199685
queens,0.15342679127725856,0.06583072100313479,0.18508949990773207,0.08298755186721991,0.09207161125319693,0.055805713442090496,0.30577223088923555
queens,0.1308411214953271,0.10971786833855798,0.2236575013840192,0.10892116182572614,0.10997442455242967,0.04886690780246549,0.3159126365054602
queens,0.18847352024922118,0.20532915360501566,0.23233068831887801,0.031120331950207466,0.0741687979539642,0.08614453384513177,0.29329173166926675
queens,0.11838006230529594,0.18181818181818182,0.5268499723196162,0.20435684647302904,0.48081841432225064,0.2526020521148594,0.4157566302652106
queens,0.14485981308411214,0.1536050156739812,0.23971212400811961,0.40145228215767637,0.31457800511508954,0.13619251494795898,0.46021840873634945
queens,0.1261682242990654,0.21316614420062696,0.31740173463738697,0.5020746887966806,0.39897698209718674,0.06997859304643095,0.4040561622464899
queens,0.1409657320872274,0.1755485893416928,0.25410592360214057,0.2520746887966805,0.30434782608695654,0.23850298959179156,0.35101404056162244
brooklyn,0.27881619937694707,0.17398119122257052,0.8025465953127884,0.3599585062240664,0.7698209718670077,0.18727393518860266,0.37363494539781594
brooklyn,0.36838006230529596,0.15047021943573669,0.37940579442701605,0.5726141078838175,0.4961636828644502,0.21908909721709605,0.40093603744149764
brooklyn,0.3489096573208723,0.13166144200626959,0.44731500276803837,0.6587136929460582,0.5319693094629157,0.10629659703255334,0.4134165366614665
brooklyn,0.3800623052959502,0.1426332288401254,0.350802731131205,0.3091286307053942,0.5242966751918159,0.17465121429098693,0.4017160686427457
brooklyn,0.4961059190031153,0.7915360501567398,0.7176600848865105,0.42946058091286304,0.6930946291560103,0.8056396250092273,0.5553822152886115
brooklyn,0.6113707165109035,0.6520376175548589,0.568739619856062,0.6026970954356847,0.5805626598465474,0.32228537683619995,0.609984399375975
brooklyn,0.5747663551401869,0.9310344827586207,0.7484775788890939,0.5943983402489627,0.6956521739130435,0.2221155975492729,0.6575663026521061
brooklyn,0.5934579439252337,0.9278996865203761,0.6266838900166083,0.40560165975103735,0.6675191815856778,0.762530449546025,0.5951638065522621
brooklyn,0.09579439252336448,0.31504702194357365,0.7291013102048349,0.24481327800829877,0.5498721227621484,0.3307005241012771,0.16380655226209048
brooklyn,0.12461059190031151,0.23510971786833856,0.4906809374423325,0.3744813278008299,0.421994884910486,0.13545434413523288,0.20046801872074882
brooklyn,0.09968847352024922,0.28840125391849525,0.5377375899612475,0.3475103734439834,0.4680306905370844,0.12135528161216505,0.234009360374415
brooklyn,0.15109034267912771,0.2507836990595611,0.4964015501014947,0.20020746887966803,0.34271099744245526,0.34967151398833696,0.18330733229329174
brooklyn,0.4649532710280374,0.33699059561128525,0.6084148366857354,0.5114107883817428,0.595907928388747,0.25636672325976234,0.421216848673947
brooklyn,0.49844236760124616,0.3072100313479624,0.33161099833917695,0.7354771784232366,0.46291560102301793,0.14128589355576882,0.4867394695787831
brooklyn,0.4447040498442368,0.3385579937304075,0.4521129359660454,0.6317427385892117,0.5089514066496164,0.16564553037572896,0.4711388455538221
brooklyn,0.572429906542056,0.4122257053291536,0.31297287322384204,0.37863070539419086,0.48081841432225064,0.2788071159666347,0.46957878315132606
brooklyn,0.4104361370716511,0.3557993730407523,0.4270160546226241,0.16390041493775934,0.360613810741688,0.24330109987451096,0.4633385335413417
brooklyn,0.5568535825545171,0.31034482758620685,0.3198007012363905,0.3039419087136929,0.2659846547314578,0.1522846386653872,0.5288611544461779
brooklyn,0.45249221183800625,0.45454545454545453,0.44528510795349696,0.28112033195020747,0.27877237851662406,0.16601461578209198,0.5709828393135725
brooklyn,0.4633956386292835,0.4686520376175548,0.3616903487728363,0.19398340248962656,0.26854219948849106,0.28257178711153763,0.5733229329173167
brooklyn,0.05529595015576323,0.10501567398119122,0.48514486067540136,0.10580912863070539,0.24040920716112535,0.21591496272237395,0.17316692667706707
brooklyn,0.057632398753894074,0.09247648902821316,0.20686473519099466,0.1763485477178423,0.19181585677749363,0.10755148741418764,0.17082683307332294
brooklyn,0.04127725856697819,0.115987460815047,0.2583502491234545,0.21369294605809128,0.2531969309462916,0.07425998376024212,0.18642745709828393
brooklyn,0.08333333333333333,0.12068965517241377,0.19468536630374608,0.10995850622406639,0.21227621483375964,0.2289805861076253,0.1747269890795632
brooklyn,0.06853582554517133,0.12225705329153604,0.355600664329212,0.17116182572614108,0.319693094629156,0.10386063335055733,0.07644305772230889
brooklyn,0.08722741433021806,0.07210031347962381,0.22550286030632957,0.24377593360995853,0.21994884910485935,0.060013287074629065,0.12246489859594384
brooklyn,0.08177570093457943,0.15517241379310345,0.26665436427385125,0.29149377593361,0.2071611253196931,0.06687827563298147,0.1310452418096724
brooklyn,0.10514018691588785,0.10501567398119122,0.2548440671710648,0.22095435684647302,0.36828644501278773,0.10267956005019561,0.13182527301092042
brooklyn,0.7982866043613707,0.9404388714733541,1.0,0.628630705394191,1.0,0.6067025909795527,0.7870514820592824
brooklyn,1.0,0.6379310344827586,0.6495663406532571,0.9398340248962657,0.7468030690537084,0.2542998449841294,0.9149765990639626
brooklyn,0.8317757009345794,0.8228840125391849,0.8274589407639786,1.0,0.8925831202046037,0.2380600871041559,1.0000000000000002
brooklyn,0.8808411214953271,0.8244514106583072,0.6264993541243772,0.632780082987552,0.8005115089514068,0.6563076695947443,0.905616224648986
brooklyn,0.0778816199376947,0.07053291536050156,0.1729101310204835,0.09439834024896265,0.1687979539641944,0.12209345242489111,0.062402496099844
brooklyn,0.09423676012461059,0.07836990595611285,0.1336039859752722,0.18672199170124482,0.12531969309462918,0.05056470067173544,0.08268330733229329
brooklyn,0.06542056074766354,0.11442006269592477,0.15740911607307623,0.20850622406639005,0.17647058823529413,0.04916217612755592,0.08580343213728547
brooklyn,0.08489096573208722,0.13636363636363638,0.10629267392507842,0.0975103734439834,0.13554987212276215,0.10585369454491769,0.07722308892355695
brooklyn,0.19937694704049844,0.2413793103448276,0.43532016977302085,0.13796680497925312,0.30946291560102307,0.24765630766959476,0.30655226209048364
brooklyn,0.21651090342679127,0.15830721003134796,0.26370178999815463,0.20228215767634855,0.24552429667519182,0.09286188824093895,0.3798751950078003
brooklyn,0.21728971962616822,0.2006269592476489,0.37054807159992614,0.21369294605809128,0.28388746803069054,0.09965305971801876,0.4095163806552262
brooklyn,0.23052959501557632,0.1865203761755486,0.3011625761210555,0.1338174273858921,0.2710997442455243,0.2288329519450801,0.38533541341653665
brooklyn,0.24999999999999997,0.2225705329153605,0.3873408377929507,0.07780082987551867,0.19437340153452687,0.14268841809994834,0.29407176287051484
brooklyn,0.2912772585669782,0.164576802507837,0.2122162760656948,0.12448132780082988,0.07161125319693096,0.08023916734332324,0.3408736349453978
brooklyn,0.2102803738317757,0.1128526645768025,0.2398966599003506,0.13174273858921162,0.09974424552429667,0.08186314313132059,0.359594383775351
brooklyn,0.28193146417445486,0.17711598746081506,0.23436058313341948,0.06327800829875518,0.12531969309462918,0.18601904480696835,0.3252730109204368
queens,0.08566978193146417,0.09874608150470218,0.5011994832995018,0.07572614107883817,0.24296675191815859,0.14601018675721564,0.20670826833073325
queens,0.12383177570093457,0.0768025078369906,0.20003690717844622,0.1441908713692946,0.18670076726342713,0.08452055805713442,0.23244929797191888
queens,0.10981308411214953,0.12068965517241377,0.2710832256873962,0.14937759336099585,0.2966751918158568,0.07418616667896952,0.24414976599063964
queens,0.1277258566978193,0.11442006269592477,0.21240081195792582,0.11929460580912862,0.21994884910485935,0.20329224182475825,0.2207488299531981
queens,0.003894080996884734,0.025078369905956112,0.23306883188780217,0.0,0.02046035805626599,0.042518638813021335,0.018720748829953206
queens,0.0007788161993769471,0.0,0.04927108322568739,0.00829875518672199,0.005115089514066494,0.013729977116704805,0.03432137285491419
queens,0.0,0.021943573667711602,0.06311127514301532,0.041493775933609964,0.03324808184143223,0.019266258212150292,0.0358814352574103
queens,0.012461059190031152,0.01567398119122257,0.06329581103524635,0.016597510373443983,0.0076726342710997444,0.041263748431387026,0.017940717628705145
queens,0.05919003115264797,0.05329153605015673,0.18822661007565972,0.012448132780082988,0.05370843989769822,0.06569720233261978,0.0514820592823713
queens,0.06074766355140186,0.03605015673981191,0.0942978409300609,0.046680497925311204,0.07161125319693096,0.036391821067395,0.062402496099844
queens,0.06386292834890965,0.12068965517241377,0.12529987082487545,0.03734439834024897,0.12531969309462918,0.03816343101793755,0.07410296411856473
queens,0.07320872274143302,0.06426332288401253,0.07898136187488466,0.009336099585062239,0.02046035805626599,0.04340444378829261,0.07332293291731667
queens,0.27881619937694707,0.2084639498432602,0.5820262040966968,0.2313278008298755,0.6240409207161126,0.3452424891119806,0.5132605304212169
queens,0.31152647975077885,0.1865203761755486,0.3594759180660638,0.4118257261410788,0.4245524296675192,0.13966191776777145,0.6076443057722309
queens,0.24299065420560748,0.32131661442006265,0.4009964938180476,0.39730290456431533,0.4040920716112532,0.1432789547501292,0.5967238689547582
queens,0.28582554517133957,0.22100313479623823,0.39472227348219224,0.23443983402489627,0.319693094629156,0.3276740237691002,0.5452418096723869
queens,0.0911214953271028,0.115987460815047,0.5218675032293781,0.20435684647302904,0.4654731457800512,0.19502472872222634,0.17550702028081122
queens,0.11993769470404983,0.12852664576802508,0.2103709171433844,0.3153526970954357,0.4040920716112532,0.08887576585221821,0.234009360374415
queens,0.12227414330218067,0.21316614420062696,0.26111828750692007,0.4553941908713693,0.370843989769821,0.08023916734332324,0.22776911076443057
queens,0.15965732087227413,0.18181818181818182,0.2773574460232515,0.27800829875518673,0.41943734015345274,0.21539824315346573,0.15678627145085802
queens,0.33489096573208726,0.2915360501567398,0.6914559881897029,0.14315352697095435,0.4450127877237852,0.24920646637631946,0.42355694227769114
queens,0.3940809968847352,0.18495297805642633,0.4799778556929322,0.23651452282157676,0.28644501278772383,0.12607957481361187,0.5070202808112324
queens,0.34267912772585674,0.3244514106583072,0.5864550655102417,0.24170124481327798,0.2659846547314578,0.10511552373219163,0.5374414976599065
queens,0.42601246105919005,0.3401253918495297,0.47112013286584237,0.12136929460580911,0.2710997442455243,0.24854211264486606,0.45787831513260535
queens,0.17601246105919002,0.25391849529780564,0.6573168481269608,0.11514522821576764,0.30434782608695654,0.17487266553480477,0.3174726989079563
queens,0.21105919003115264,0.21786833855799373,0.3107584425170696,0.1970954356846473,0.28388746803069054,0.09212371742821289,0.43681747269890797
queens,0.18925233644859812,0.274294670846395,0.36999446392323304,0.21991701244813278,0.23273657289002558,0.0955931202480254,0.4040561622464899
queens,0.2398753894080997,0.2899686520376175,0.35578520022144305,0.12136929460580911,0.2710997442455243,0.20506385177530081,0.38221528861154447
queens,0.2250778816199377,0.17398119122257052,0.2212585347850157,0.03423236514522822,0.13554987212276215,0.11478556137890308,0.21918876755070205
queens,0.2694704049844237,0.10658307210031347,0.1402472780955896,0.03630705394190871,0.05626598465473147,0.05218867645973278,0.2823712948517941
queens,0.22741433021806853,0.20689655172413793,0.1777080642184905,0.058091286307053944,0.06649616368286446,0.04576659038901602,0.28939157566302653
queens,0.42990654205607476,0.22727272727272727,0.15704004428861415,0.023858921161825728,0.09207161125319693,0.1366354174355946,0.23478939157566303
